query,result
"Which two public figures, linked by rumors of a romance covered by 'CBSSports.com' and 'The Independent - Life and Style', have been seen enjoying time together and showing affection, with one being spotted wearing a themed bracelet and the other cheering enthusiastically from box seats at a sporting event?","['b8d042ab2b7d4266a19191fedf1038c3', '464321eee9be4f26b5d2ce264c5a878b', 'b1d5d5f328684875ad52e086da7cee61']"
"Look everyone, it was me who changed it and because they are all former members. maybe u guys should be worrying over more important things????? also who keeps putting soctt raynor in front of mark as if travis was the first one to leave??? its really pissing me off!!!! -",[]
"After the report from CBSSports.com on October 12, 2023, about Taylor Swift's activities at Arrowhead Stadium, and the subsequent report from The Independent - Life and Style on November 25, 2023, regarding Travis Kelce's invitation to Taylor Swift, was the news about Taylor Swift's relationship with Travis Kelce consistent with the later report from The Independent - Life and Style on December 6, 2023?","['2f1f3d192a4146ac8c12b466b6652077', 'b8d042ab2b7d4266a19191fedf1038c3', '12949c3389e642b0acb55c4e6641f092']"
"Which two individuals, linked by rumors of a romance according to CBSSports.com and The Independent - Life and Style, involve a pop star who appreciates being pursued and was also seen cheering from the box seats at Arrowhead Stadium?","['b8d042ab2b7d4266a19191fedf1038c3', 'b1d5d5f328684875ad52e086da7cee61']"
"Did the article from The Verge about ""Hasbro's Jenga: Super Mario Edition"" and the article from Engadget about the '9th generation iPad' both report a discount on their respective products during the Black Friday sales on Amazon?","['a84f2857d2d148b08d47e897a856295b', '92b9adf309e6403e98e6df5d048fbd36']"
"Who is the individual that, prior to the FTX collapse, was perceived as a credible figure within the cryptocurrency sector, was contrasted with Warren Buffet but not by TechCrunch, convinced a colleague from Jane Street to join his ventures, and is now facing allegations of intentional fraud by the prosecution?","['2c4840c88aad480996b3b86d4cfeb833', '8260a8fb6497406e9b2a1f84118d8e22', '42232259f4e746c3b164a1302b17588c', 'dd113cca3ba04b16a6812fb705ab65b9']"
"RECTIFIED? 

>>The subsequent insurgency exposed the tanks' vulnerability to rocket-propelled grenades and mines. These problems were partially rectified with the TUSK modification. The Marine Corps sent a company of M1A1 Abrams to Afghanistan in late 2010.<<

Seriously who writes this shit?",[]
"Which company, facing a recent antitrust lawsuit that affected its stock value as reported by The Sydney Morning Herald, also offers a two-pack of USB-C-to-USB-C cables for purchase as mentioned by Polygon, and is considered by sellers to provide life-changing opportunities according to Cnbc | World Business News Leader?","['9baae8f1b1b54a77b72f18fb47a46688', 'dd4ce0052aee425e92c6e0223d6cc1d3', 'ed80d097383b431a96618a0b62b154d6']"
"Who is the individual implicated by allegations in articles from Fortune, The Verge, and TechCrunch, suggesting he built a successful crypto exchange on falsehoods, used a proxy for unauthorized access to customer funds, struggled with managing rapid company growth, and is accused of committing fraud for personal gain?","['42232259f4e746c3b164a1302b17588c', '42232259f4e746c3b164a1302b17588c', '58e6a1321861499b979c2c8b34249dec', 'dd113cca3ba04b16a6812fb705ab65b9']"
"I guess if the Marvel Directory stuff is copied directly from the Handbook, then it should be removed, although the reason it was added was because that bare-bones version really sucks.  I can't rewrite it myself, because I only have the original series (I hate the later stuff).",[]
"Did the Fortune article published later on the same day contradict the TechCrunch article from November 18, 2023, regarding the circumstances surrounding Sam Altman's departure from OpenAI?","['d85f6454a7084f2aa1e4b087d1b86e68', '9e339a18dd054e9ba89f9d95303beed5', 'e2d1894db78a44b297d403d0e43e806c']"
"Which company, covered by TechCrunch, The Verge, and Fortune, had its largest assets in ""unlocked FTT"" and ""FTT collateral"" valued at $5.82 billion, endured a negative balance exceeding the revenue of a related company by $50 million, and took on losses to present a better financial image for that company, while also serving as a customer, payment processor, and market maker within legal boundaries?","['8260a8fb6497406e9b2a1f84118d8e22', 'a2a68621e6554de2a9cb2dc5abd6991a', '3b422639d5df48fe8437ab3389a6b11c', '42232259f4e746c3b164a1302b17588c']"
"Between the TechCrunch report on Sam Bankman-Fried's intentions published on October 2, 2023, and the Verge report about Sam Bankman-Fried published on October 28, 2023, does these reports mention Sam Bankman-Fried's plan to use his wealth to save humanity, as well as his inability to run both companies simultaneously and the defense's argument that he was not a fraudulent actor?","['c8f2dbddb8f94cc5b26acf15ef6b3509', '58e6a1321861499b979c2c8b34249dec', 'dd113cca3ba04b16a6812fb705ab65b9']"
"Don't forget 
I did not vandalize I added content you idiot and I will do it again and there's nothing you can do to stop me, you're hilarious acting like you have some type of authoriy hahaha RETARD!.",[]
"Does the article from The Verge claim that Sam Bankman-Fried used FTX customer funds for a specific transaction, while the TechCrunch articles focus on the broader allegations of fraud and conspiracy against Sam Bankman-Fried without specifying the use of customer funds?","['df2bb7bddd37420db5fb71c725f98254', '8260a8fb6497406e9b2a1f84118d8e22', 'dd113cca3ba04b16a6812fb705ab65b9']"
"Has the portrayal of childhood perceptions of horror and fantasy characters in Polygon's coverage remained consistent between the report on ""Five Nights at Freddy's"" on October 26, 2023, and the depiction of children's reactions to the character Link in ""Tears of the Kingdom"" on October 19, 2023?","['6ca993259b844ca4b20421e140957a8c', 'c780451dd1fd436aa2cb64eaa1186c63']"
"Which company, cited in articles from both The Verge and TechCrunch, is involved in legal disputes for making exclusive deals with major tech companies, defending against accusations in an antitrust battle with a game maker, and facing a class action lawsuit for its impact on news publishers' revenues?","['c465f4cba12e46a3992a8a7a0b55cce5', '5512a6d76429486bb70020c24ecee1ba', '9f1c0441d4f745f3b7b546805e648bd4']"
"Between the report from The Age on Richelle Cranston's club history in the AFLW published on October 20, 2023, and The Age's report on Richelle Cranston's favorite ice cream flavor while playing this season published on November 3, 2023, has the information regarding Richelle Cranston's AFLW career remained consistent?","['4d7fffe2b0c94783ab76933c091850a4', 'a28325f7bba349b483f235fec4ced537']"
"Was there inconsistency in the reporting of the release date or immediate availability of the Steam Deck OLED from Valve between the Engadget report on the Steam Deck OLED published on November 9, 2023, at 18:00:32, and the Engadget review of the Steam Deck OLED published shortly after on November 9, 2023, at 18:00:38?","['be10da82bae341e9a6e149c883b99b2f', '71cf8d34ecc5492ca01ee5f1322ded7e']"
"Considering the character descriptions from a Variety article and the production challenges mentioned in a Hollywood Reporter article, which actor is set to play the lead role in the live-action adaptation of The Little Mermaid?",[]
"Did the TechCrunch article about Epic Games' antitrust battle claim a loss for the company, while the TechCrunch article about Sonos report a legal victory against Google?","['5512a6d76429486bb70020c24ecee1ba', 'dc1902b9c43747d9a1a7d4726911c6bc']"
"What is the type of establishment mentioned by Sporting News that alters betting lines in response to events such as injuries or roster changes, balances liability based on where significant amounts of money are placed, and refines NBA Rookie of the Year odds according to the information collected?","['0deb1f49aee6427bad32e9f0fb3aa77e', 'f2c1b7a05c714820a6f787aeb30ee433', 'cd70ca5bee2544ab91d0acc6fee3d9e8']"
"Afraid of the competition with the pussy pass? 

Why did you delete my edit? Because I don't believe in your oppression narrative? Way to make another woman feel welcome on wikipedia. 70.56.26.46",[]
Do the 'Business Line' article's views on the actions of central bankers in response to supply disruptions align with 'The Sydney Morning Herald' article's depiction of the measures taken by The Federal Reserve to combat inflation?,"['88a91a0bdb644267a0d46c468f549cb2', 'c842780a19a14917869c625eb7526814']"
"Did the article from 'The Independent - Life and Style' on ""Britney Spears and Justin Timberlake's breakup"" suggest loyalty as a factor, while the article from 'The Independent - Life and Style' on ""Will Smith and Jada Pinkett Smith's marriage"" indicate the absence of infidelity?","['8310b9825a5148fbbace3c613c73a25d', 'ff1d7e11eb614445b5c859f1ce7865de']"
"Does the TechCrunch article reporting on the EU's investigation into X over alleged disinformation disagree with the TechCrunch article warning Elon Musk's X (formerly Twitter) about illegal content and disinformation in terms of the type of content being circulated, with both mentioning the circulation of false information and manipulated content?","['026074d110a843d29b61108b8e664552', '8db88d8a9f564f1d8e03e8b817860192']"
"Does the TechCrunch article on Meta's GDPR compliance concerns suggest a different legal issue than the TechCrunch article on Meta's responsibility for teen social media monitoring, and does it also differ from the TechCrunch article on Meta's moderation bias affecting Palestinian voices?","['aa9c2c020e3a46729c4477c2e52feeb9', '3fe9c9e9b972492498351304a76be21e', 'a84b2fa946d24da8a6f5c6b212f05b6e']"
Did the Sporting News fail to report on Elijah Garcia's 16th victory before The Roar | Sports Writers Blog covered the first-round knockout by Jai Opetaia against Ellis Zorro?,"['5a28d57f843149e2a247155635bfbc3c', '0e3f8bacc4bc41569b9c5c8fce396b6a']"
